Ciclo,CE_media,CE_desvio,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_min,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_desvio,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_desvio,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
2054,46.93833333333334,0.2926154801254321,46.42,47.4,46.9955,2.1600166666666665,0.02058507906776147,2.121,2.195,2.1595,2537.6092000000003,187.50486317509694,2337.8,2947.6,2475.8,6.698218333333333,3.0141110252917365,0.0,20.449,7.829,10.144281666666668,0.014190770257096183,10.093,10.187,10.145,160.96232666666666,14.028183314592372,146.34,191.69,156.3,109.58174816666666,47.132190378636736,0.0,167.41,130.02,2.0015273333333337,0.9403506502774021,0.0,9.695,2.32,10.084162833333334,0.02290183546465505,10.015,10.146,10.084,9.854939166666666,0.02130670775299293,9.795,9.91,9.854,9.738681166666666,0.02140794000571372,9.676,9.792,9.738,59.13636666666666,23.6810558170247,0.0,78.306,68.305,36.1498,0.14657754354329144,35.836,36.344,36.187,41.82318333333333,0.07863313047971279,41.641,41.914,41.844,39.02858333333334,0.0841919299781482,38.926,39.184,39.006,31.126716666666667,0.048340631632889416,31.031,31.172,31.156,0.55245,0.024744405291304446,0.512,0.6,0.5495000000000001,100,100,0,100,0
2055,46.9714,0.41616282667374904,46.457,47.806,46.778999999999996,2.160683333333333,0.029152719829311183,2.12,2.223,2.147,2539.2465666666667,187.2407949070544,2340.0,2947.6,2477.8,6.693115000000001,3.020921235919773,0.0,20.479,7.831,10.143728333333334,0.014109914245743817,10.097,10.185,10.143,160.98948833333336,14.030803639254831,146.37,191.7,156.33,109.6271405,47.13111798914013,0.0,167.22,130.095,2.0046373333333336,0.9437259532929583,0.0,9.711,2.32,10.0805745,0.02296913973095157,10.011,10.141,10.08,9.853972666666667,0.0211795974650197,9.797,9.903,9.853,9.7367575,0.021036748430957826,9.677,9.788,9.736,59.0263,23.648267759186286,0.0,78.241,68.358,36.137899999999995,0.14325533681306096,35.848,36.34,36.183499999999995,41.82125,0.07856976280426205,41.625,41.91,41.838,39.03381666666667,0.07650600766632085,38.937,39.187,39.012,31.1235,0.03983419023733856,31.051,31.168,31.141,0.54145,0.020125390826818853,0.509,0.602,0.542,100,100,0,100,0
2056,47.133516666666665,0.4364285132471786,46.42,47.794,47.2175,2.169566666666667,0.02994875095251601,2.123,2.223,2.1665,2538.7034,187.26474365403112,2338.0,2947.4,2476.6,6.695284999999999,3.0162177523610176,0.0,20.479,7.8325,10.143709999999999,0.016134945328942447,10.098,10.194,10.143,161.00016666666667,14.020704202355196,146.37,191.69,156.33,109.63728483333334,47.13005401151041,0.0,167.43,130.04000000000002,2.0031675,0.9420744601632245,0.0,9.617,2.32,10.083124666666667,0.023646838838490176,10.009,10.141,10.083,9.854214666666667,0.021520264214240335,9.797,9.903,9.853,9.738134833333334,0.021587959452070767,9.677,9.787,9.738,59.12096666666666,23.68330465014147,0.0,78.687,68.3645,36.14373333333333,0.14526910932573917,35.836,36.332,36.195499999999996,41.81713333333334,0.0796988966315955,41.645,41.914,41.83,39.0307,0.08447651363504421,38.918,39.187,39.012,31.0957,0.042709622620747734,31.039,31.172,31.078,0.5456833333333333,0.019323728863113898,0.512,0.586,0.5415000000000001,100,100,0,100,0
2057,47.205000000000005,0.32369183922314426,46.54,47.713,47.215,2.17135,0.027020911550444844,2.129,2.225,2.168,2537.9711333333335,187.57136772362824,2337.8,2949.6,2475.8,6.6924133333333335,3.019483901409921,0.0,20.479,7.835,10.143336666666668,0.016504261266578016,10.087,10.201,10.144,160.98611333333335,14.033301479655007,146.4,191.67,156.31,109.60584499999999,47.13641553781538,0.0,167.34,129.99,2.0092695,0.9444704847792681,0.0,9.672,2.328,10.080725,0.023857261015264652,9.996,10.138,10.08,9.852785666666666,0.02223579995612177,9.781,9.902,9.851,9.736554166666666,0.02218995564801759,9.651,9.785,9.736,59.084633333333336,23.667455032043158,0.0,78.335,68.3765,36.12736666666667,0.14515555264363092,35.824,36.328,36.176,41.8003,0.08974810323287002,41.656,41.922,41.818,39.0272,0.08196501940938061,38.918,39.184,39.008,31.082733333333334,0.027238971748597084,31.039,31.16,31.078,0.5464,0.022077828436569018,0.51,0.601,0.542,100,100,0,100,0
2058,47.3062,0.36984081779662525,46.825,48.208,47.167500000000004,2.172683333333333,0.02723687161076406,2.139,2.235,2.165,2537.2737333333334,187.10923838204965,2339.8,2945.6,2475.8,6.690446666666666,3.01731193493094,0.0,20.479,7.8245000000000005,10.141046666666666,0.015311822515193538,10.076,10.198,10.142,160.97739833333333,14.027636810254867,146.35,191.68,156.3,109.63228666666666,47.135006861225705,0.0,167.38,130.09,2.001363,0.9413350644244141,0.0,9.805,2.32,10.076088666666667,0.023248531579268025,10.004,10.134,10.076,9.849938166666666,0.021883741902733744,9.789,9.899,9.849,9.732458833333332,0.021712474384467127,9.669,9.783,9.733,59.09193333333334,23.672065083501145,0.0,78.391,68.378,36.13348333333333,0.15154140136504715,35.836,36.352,36.18,41.79346666666667,0.0927916321962783,41.652,41.922,41.804500000000004,39.00845,0.08524151630335215,38.914,39.184,38.992,31.056233333333335,0.030662386092799476,30.984,31.094,31.07,0.5459333333333334,0.02052271719105331,0.508,0.586,0.543,100,100,0,100,0
2059,47.484249999999996,0.41203470419083166,46.941,48.277,47.47,2.182666666666667,0.028953303530180344,2.144,2.243,2.1745,2537.4909333333335,186.93708850030905,2336.0,2949.6,2475.6,6.689041666666667,3.0227934669502243,0.0,20.479,7.8295,10.140101666666666,0.015298193414859305,10.091,10.192,10.141,160.98490666666666,14.035959821804456,146.39,191.66,156.3,109.61845249999999,47.13831148910004,0.0,167.33,129.97,1.9927878333333335,0.9404232668354396,0.0,9.805,2.305,10.076073666666668,0.02354438283078427,10.002,10.141,10.076,9.8486975,0.021746160036413387,9.784,9.899,9.847,9.732127,0.021795948741993358,9.665,9.785,9.731,59.02611666666667,23.65647077285275,0.0,78.344,68.30199999999999,36.133966666666666,0.14970467726654166,35.836,36.332,36.184,41.79148333333333,0.09556619707092011,41.57,41.922,41.805,39.02065,0.08473684588682565,38.918,39.195,39.0,31.037249999999997,0.042526412530470674,30.965,31.09,31.062,0.5419333333333333,0.017654755605225076,0.513,0.576,0.538,100,100,0,100,0
2060,47.08018333333334,0.39364952542846043,46.372,47.85,47.037,2.1622333333333335,0.026544728268905842,2.12,2.217,2.1544999999999996,2538.0727666666667,187.3413209450456,2340.0,2949.6,2475.8,6.689471666666667,3.0159982877952474,0.0,20.479,7.8235,10.139073333333334,0.014298672745841038,10.094,10.187,10.14,160.98305833333333,14.031787969067512,146.43,191.7,156.3,109.60107816666667,47.148681673191845,0.0,167.36,129.89,1.9895925,0.9359910270105098,0.0,9.727,2.297,10.076983333333333,0.023613371652004042,10.002,10.141,10.077,9.8504615,0.02174817268000408,9.786,9.9,9.849,9.734427,0.02178160716602399,9.669,9.783,9.733,59.0619,23.651994479772455,0.0,78.413,68.2685,36.118500000000004,0.15122342881884823,35.824,36.332,36.172,41.7871,0.09737481315663207,41.641,41.914,41.763999999999996,39.015633333333334,0.08188871461880869,38.914,39.184,39.006,31.096383333333332,0.04616664423096025,31.039,31.176,31.078,0.5443833333333334,0.0217731693594387,0.51,0.59,0.542,100,100,0,100,0
2061,47.26376666666667,0.2918815273166486,46.568,47.805,47.197,2.1718166666666665,0.024749930091780423,2.14,2.227,2.1654999999999998,2537.3739,187.58677047755808,2338.0,2945.8,2475.4,6.6876999999999995,3.011815694831395,0.0,20.479,7.823,10.138771666666667,0.014561350169317335,10.094,10.198,10.139,160.95728,14.032216163172855,146.3,191.67,156.26,109.580219,47.12724293741561,0.0,167.3,129.875,2.005316,0.9408183375842133,0.0,9.633,2.32,10.076969833333333,0.023309965302114755,9.996,10.134,10.077,9.8499855,0.021218678763568966,9.79,9.896,9.849,9.734393166666667,0.021418466606115627,9.67,9.779,9.733,59.0715,23.65204041902201,0.0,78.331,68.26650000000001,36.11655,0.15748816743284774,35.746,36.34,36.17,41.77831666666667,0.08181054833704617,41.652,41.902,41.778999999999996,39.00963333333333,0.08705131287606493,38.914,39.199,38.967,31.065733333333334,0.010057237324378082,31.039,31.082,31.066,0.5404166666666668,0.021040148599934926,0.498,0.587,0.539,100,100,0,100,0
2062,47.163916666666665,0.330774094228113,46.502,47.827,47.068,2.1657,0.023788830878718678,2.121,2.222,2.1605,2537.3328,187.36490854031138,2339.8,2949.4,2475.4,6.686858333333333,3.022593334490556,0.0,20.479,7.8205,10.138998333333333,0.013642893563934529,10.093,10.182,10.139,160.97130666666666,14.019974737538778,146.41,191.69,156.3,109.607054,47.13305751376116,0.0,167.34,129.935,1.9949956666666666,0.9416640858198739,0.0,9.82,2.305,10.084114,0.02295129911403292,10.016,10.143,10.084,9.854759166666666,0.021338128282297853,9.795,9.902,9.854,9.738792499999999,0.021206344850701397,9.677,9.786,9.738,59.02618333333333,23.643579335189045,0.0,78.262,68.287,36.105466666666665,0.14250571997639336,35.824,36.328,36.156,41.757266666666666,0.09141428636385678,41.602,41.902,41.76,39.00483333333333,0.08209836321717087,38.914,39.187,38.965,31.08083333333333,0.03466946425043684,31.039,31.168,31.066,0.5435833333333334,0.02181143508724199,0.504,0.586,0.5395000000000001,100,100,0,100,0
2063,47.327016666666665,0.4845775546774504,46.42,48.299,47.226,2.172816666666667,0.03030606118638252,2.123,2.243,2.1725000000000003,2538.4023666666667,187.15827931990188,2338.8,2949.4,2476.0,6.690123333333333,3.0210115341175046,0.0,20.479,7.8309999999999995,10.140616666666666,0.015289189680642704,10.091,10.186,10.142,160.987935,14.017940161099572,146.41,191.68,156.31,109.62098166666667,47.1367315282593,0.0,167.25,130.01,2.0043545000000003,0.9418186528691337,0.0,9.664,2.32,10.082692,0.02374272707269075,10.007,10.143,10.083,9.8558955,0.021859671100452643,9.793,9.905,9.855,9.739315666666666,0.021636336174655747,9.679,9.79,9.738,59.052749999999996,23.66978425114523,0.0,78.504,68.37549999999999,36.09695,0.1465115747148372,35.754,36.25,36.16,41.75703333333333,0.08204937882136952,41.625,41.887,41.757999999999996,38.99248333333333,0.0823167696461148,38.91,39.184,38.953,31.049783333333334,0.057790707031572276,30.949,31.172,31.062,0.5466333333333334,0.02028856793124056,0.512,0.603,0.543,100,100,0,100,0
2064,47.396566666666665,0.41311201610834697,46.895,48.334,47.177,2.1736166666666668,0.027897567882977148,2.141,2.244,2.162,2543.0021333333334,187.22637987652294,2346.6,2961.6,2481.6,6.6905,2.9807071020223956,0.0,19.583,7.8345,10.143038333333333,0.014817651699646219,10.091,10.189,10.144,160.95962833333334,13.978170353075555,146.51,191.65,156.31,109.59101516666666,47.16212439704352,0.0,167.72,130.09,1.9935251666666667,0.9278984662274458,0.0,9.687,2.305,10.0877505,0.023813947602897737,10.01,10.146,10.088,9.858686333333333,0.022164269046350393,9.797,9.91,9.858,9.742001499999999,0.021872415615198544,9.677,9.793,9.741,58.99606666666667,23.581348308130696,0.0,77.254,68.3235,36.075583333333334,0.16808112364062147,35.754,36.254,36.125,41.725633333333334,0.09491976391627424,41.574,41.84,41.744,38.982,0.0682981995941113,38.914,39.184,38.953,31.02968333333333,0.03947687229667241,30.973,31.09,31.041,0.5502833333333333,0.02372304298275373,0.516,0.621,0.547,100,100,0,90,1
2065,47.579100000000004,0.3919615901278994,46.966,48.463,47.569,2.183316666666667,0.025938317749684747,2.145,2.246,2.175,2541.1325,187.88615701646918,2342.0,2949.8,2479.4,6.68042,2.994113931921911,0.0,20.066,7.8255,10.143163333333334,0.01541295735129159,10.099,10.198,10.144,161.00256333333334,14.054518822993543,146.38,191.68,156.33,109.61116416666667,47.12908786476816,0.0,167.28,130.09,1.9834848333333333,0.924113881968981,0.0,9.617,2.297,10.0829325,0.023733327247150424,10.009,10.152,10.084,9.856090166666666,0.021807956525089392,9.795,9.91,9.855,9.739842333333332,0.021781801632767,9.679,9.793,9.74,58.918533333333336,23.568939289585312,0.0,76.932,68.279,36.07631666666667,0.1643729215674932,35.746,36.254,36.126999999999995,41.70233333333333,0.09891730267430729,41.559,41.84,41.734,38.98891666666667,0.08278833367141632,38.91,39.187,38.953,31.0072,0.04772655161242734,30.945,31.07,30.977,0.5449666666666667,0.02105518710329596,0.511,0.593,0.5425,100,100,0,90,1
2066,47.48465,0.398463694835164,46.84,48.265,47.563,2.1778,0.02593917265384721,2.143,2.246,2.1765,2539.8859666666667,187.5432078540869,2342.0,2951.4,2477.8,6.68324,2.9882120347024506,0.0,19.944,7.831,10.14556,0.014651080401396567,10.096,10.196,10.146,160.996245,14.0524315116118,146.39,191.7,156.31,109.583391,47.14886633996968,0.0,167.43,130.085,1.9891111666666665,0.925561915244896,0.0,9.508,2.305,10.084103166666667,0.023383876017075037,10.008,10.151,10.084,9.857957666666666,0.02173375103100732,9.802,9.91,9.857,9.741031333333334,0.021508962259146978,9.679,9.793,9.741,58.97891666666667,23.593667536870903,0.0,77.313,68.2815,36.07443333333333,0.16515389501778613,35.742,36.266,36.156,41.69801666666667,0.09575099975876272,41.559,41.832,41.703,38.98135,0.0696258341397851,38.91,39.16,38.951,31.011666666666667,0.04460586974624645,30.934,31.078,30.996,0.5485833333333333,0.024258000020029483,0.501,0.604,0.5445,100,100,0,90,1
2067,46.91338333333333,0.31737637879843844,46.342,47.585,46.870999999999995,2.15925,0.02367837102161554,2.119,2.219,2.155,2539.6302333333333,187.20084839253636,2341.6,2947.8,2477.8,6.67875,2.9983856236448543,0.0,20.253,7.823,10.14373,0.015677374358543734,10.093,10.209,10.1445,160.99240333333333,14.06154163606725,146.43,191.73,156.31,109.60421583333334,47.11813506060252,0.0,167.25,130.085,1.9976820000000002,0.928529284755258,0.0,9.367,2.32,10.085162666666667,0.02391879089018767,10.0,10.144,10.086,9.859326833333334,0.02235485711380206,9.795,9.913,9.858,9.742324,0.022122543369924176,9.676,9.793,9.741,58.9312,23.58878791247361,0.0,77.287,68.235,36.083733333333335,0.1672257042388831,35.746,36.254,36.164,41.709050000000005,0.10306480189584999,41.555,41.848,41.7285,38.95758333333333,0.08065332627702558,38.828,39.098,38.93,31.057816666666668,0.011942647786744412,31.027,31.082,31.062,0.5421833333333334,0.019227885529118968,0.502,0.592,0.5395000000000001,100,100,0,90,1
2068,46.90783333333333,0.40499801910654853,46.392,47.801,46.7725,2.16045,0.02834079828546865,2.119,2.223,2.154,2539.4570333333336,187.21714197754585,2341.8,2947.4,2477.8,6.682618333333333,2.9887996333105633,0.0,20.002,7.832000000000001,10.143146666666667,0.015335267836644727,10.089,10.196,10.144,161.01275333333334,14.071279136426947,146.44,191.79,156.35,109.60129783333333,47.149633181499865,0.0,167.26,130.085,1.9870616666666667,0.9243793204371762,0.0,9.359,2.305,10.08995,0.023021464577764075,10.015,10.154,10.09,9.862759333333333,0.02194435398914392,9.802,9.914,9.861,9.7460695,0.021707422811505873,9.684,9.799,9.745,58.9514,23.585979965268223,0.0,77.17,68.272,36.06205,0.16798813769662638,35.668,36.25,36.120999999999995,41.71726666666667,0.1025994130003843,41.559,41.883,41.742000000000004,38.94311666666667,0.08146229067648082,38.816,39.102,38.926,31.0394,0.034258835307261745,30.965,31.078,31.055,0.54695,0.02384513950401842,0.5,0.596,0.542,100,100,0,90,1
2069,47.39001666666666,0.27991545283257085,46.602,47.823,47.351,2.1808166666666664,0.022359536445474337,2.133,2.224,2.177,2539.746833333333,187.01315987642946,2340.0,2946.8,2478.0,6.6800516666666665,2.980552380541645,0.0,19.556,7.823,10.143245,0.016335637833860838,10.089,10.214,10.144,161.01325166666666,14.054272176260197,146.41,191.73,156.34,109.59303883333334,47.168199025309534,0.0,167.22,130.06,1.9945175,0.9273650207302553,0.0,9.492,2.305,10.090157,0.024241086802818345,10.009,10.151,10.09,9.861343833333335,0.022980628730631582,9.794,9.91,9.86,9.744961,0.022934751204280856,9.679,9.801,9.745,58.93001666666667,23.570328070239086,0.0,76.916,68.2935,36.055416666666666,0.15486454350869377,35.746,36.262,36.086,41.698933333333336,0.09068437846274943,41.555,41.84,41.703,38.96251666666667,0.0782214352837693,38.836,39.102,38.93,30.982983333333333,0.02196799803926191,30.949,31.051,30.977,0.5428166666666667,0.017488486931156812,0.516,0.581,0.54,100,100,0,90,1
2070,47.18663333333333,0.4008912091601896,46.448,47.823,47.143,2.1729666666666665,0.024674124693259834,2.129,2.223,2.1705,2542.0631,186.99544500994165,2344.0,2951.4,2480.0,6.6845316666666665,2.9967070579191075,0.0,20.289,7.827500000000001,10.149631666666668,0.0157372837784501,10.098,10.212,10.151,161.03620333333333,14.065816629387713,146.35,191.73,156.35,109.62119416666667,47.133180273397336,0.0,167.34,130.08,1.9925548333333334,0.9287013642881353,0.0,9.5,2.305,10.095392666666667,0.023918169370309463,10.019,10.152,10.095,9.866516666666666,0.022131441186775014,9.806,9.915,9.866,9.750838666666667,0.021737679867226734,9.686,9.801,9.75,58.91105,23.563899654549136,0.0,77.021,68.2265,36.0601,0.17235612521260893,35.68,36.262,36.0995,41.68063333333334,0.09320179795069816,41.562,41.828,41.662,38.951116666666664,0.07723025043285045,38.844,39.105,38.93,30.996033333333333,0.04097910450034042,30.945,31.066,30.977,0.5413666666666667,0.019611451745039737,0.507,0.586,0.538,100,100,0,90,1
2071,47.24005,0.3556751243308903,46.448,47.801,47.295500000000004,2.1756499999999996,0.02555540673828779,2.12,2.222,2.173,2542.0829,187.65826530783647,2344.0,2953.4,2479.8,6.68683,2.9807496330719276,0.0,19.694,7.82,10.147773333333333,0.015191332502258572,10.102,10.196,10.148499999999999,161.026705,14.064265294924697,146.44,191.87,156.35,109.589732,47.15476725631256,0.0,167.34,130.06,1.991391,0.9266538789398254,0.0,9.383,2.305,10.099572,0.023853790402207888,10.021,10.165,10.1,9.870627666666667,0.022600232217940157,9.804,9.923,9.87,9.754081833333334,0.02235377861887886,9.689,9.805,9.753,59.00235,23.57248619149675,0.0,77.019,68.1645,36.05246666666667,0.1619942943823277,35.664,36.254,36.088,41.68933333333334,0.09369001659216236,41.559,41.828,41.6875,38.94666666666667,0.08583758148666848,38.832,39.102,38.937,30.989316666666664,0.03786125055759961,30.937,31.07,30.977,0.5392666666666667,0.024883366349912374,0.493,0.586,0.5355000000000001,100,100,0,90,1
2072,47.287283333333335,0.28286183317420033,46.424,47.859,47.2615,2.1767833333333333,0.023134896721785515,2.134,2.228,2.1755,2540.7435333333337,187.224512946062,2342.8,2951.4,2479.6,6.68068,2.986461330135383,0.0,19.633,7.824999999999999,10.148825,0.014791292897378112,10.102,10.199,10.149,161.01999333333333,14.054619089570581,146.44,191.82,156.36,109.59205200000001,47.15647144657704,0.0,167.38,130.07999999999998,2.00404,0.9308224731276151,0.0,9.5,2.32,10.099856166666667,0.023292650555499353,10.027,10.16,10.099499999999999,9.869449000000001,0.021731377647597333,9.809,9.917,9.868,9.753055333333334,0.021365408608381292,9.691,9.8,9.752,58.930749999999996,23.58876827574829,0.0,77.277,68.3265,36.05121666666666,0.14973061592283615,35.762,36.254,36.09,41.67788333333333,0.08740459043653469,41.555,41.82,41.682,38.926050000000004,0.07767040860509015,38.832,39.098,38.926,30.973133333333333,0.019955430565125012,30.945,31.066,30.973,0.5405666666666668,0.020105962237956243,0.507,0.582,0.5395000000000001,100,100,0,90,1
2073,47.26996666666666,0.26731590951573453,46.746,47.871,47.251999999999995,2.176533333333333,0.023154943585104622,2.139,2.225,2.173,2540.4957666666664,187.84376006434562,2341.8,2949.8,2477.8,6.679963333333333,2.9909108933470634,0.0,19.939,7.829,10.146983333333333,0.016407673259542187,10.091,10.214,10.1475,161.01823166666668,14.06591886565721,146.48,191.77,156.34,109.59788716666667,47.15367151365462,0.0,167.23,130.125,1.9923359999999999,0.9275158615263128,0.0,9.602,2.305,10.094796166666667,0.023522949931954352,10.013,10.155,10.095,9.866725666666667,0.022468820230174432,9.802,9.918,9.865,9.749846166666666,0.0218931965226906,9.686,9.802,9.748,58.955666666666666,23.587133834594518,0.0,77.272,68.318,36.03771666666667,0.15951909631889435,35.676,36.246,36.09,41.66546666666667,0.08416901210582788,41.535,41.801,41.666,38.93683333333333,0.08144004068018142,38.832,39.098,38.928,30.974416666666666,0.01569442486207922,30.945,31.055,30.977,0.5482833333333333,0.022592252809439994,0.507,0.596,0.543,100,100,0,90,1
2074,47.21358333333333,0.2265552120881234,46.678,47.754,47.202,2.16925,0.021391131537966315,2.124,2.213,2.1704999999999997,2566.0930333333336,188.5683892500762,2369.8,2983.8,2501.8,6.413921666666667,2.8798566647571984,0.0,19.769,7.4995,10.148303333333333,0.014636770384928117,10.101,10.199,10.149,160.36759666666666,14.18009663509909,145.89,191.79,155.5,109.13290083333334,46.96942252910354,0.0,167.06,129.47,1.9218133333333332,0.8998806639533478,0.0,9.422,2.227,10.099466166666666,0.02349826695873515,10.027,10.162,10.1,9.872766333333333,0.022241624225693625,9.812,9.92,9.872,9.755010666666667,0.021904798323360584,9.693,9.806,9.755,55.830466666666666,22.335254139441677,0.0,73.598,64.642,36.01091666666667,0.15827826726056235,35.664,36.184,36.010000000000005,41.646766666666664,0.0687509301426498,41.559,41.762,41.6485,38.904250000000005,0.09378475626920885,38.742,39.102,38.926,30.96955,0.02930981498128757,30.871,30.996,30.977,0.5426666666666667,0.021997431796682922,0.508,0.581,0.535,100,100,2,90,1
